Date,Ticker,Close,High,Low,Open,Volume
2007-06-14,TEL,27.354351043701172,27.643032644588377,26.05176392197633,26.05176392197633,662600
2007-06-15,TEL,27.319154739379883,27.530384784228044,26.931899209502294,27.530384784228044,1150000
2007-06-18,TEL,26.15738868713379,27.53038534982205,26.15738868713379,27.49518078928006,853600
2007-06-19,TEL,25.840538024902344,26.544639863804665,25.418075309999733,26.15738438959546,951000
2007-06-20,TEL,25.312469482421875,25.932080044548165,24.875926959211533,25.932080044548165,1721800
2007-06-21,TEL,25.840538024902344,25.840538024902344,25.171640740758065,25.347666200483644,537700
2007-06-22,TEL,27.424781799316406,27.81203748020789,25.910960963360754,26.051781943485874,250300
2007-06-25,TEL,27.636001586914062,28.16407805035828,26.931899635655107,27.530385219850903,203200
2007-06-26,TEL,27.812021255493164,28.02325125948708,27.600791251499246,27.678242879681903,119600
2007-06-27,TEL,27.98804473876953,28.02324928930425,27.459968422943692,27.81201930016092,270700
2007-06-28,TEL,27.88243293762207,28.128870203329786,27.812023825097278,27.98804929234473,151200
2007-06-29,TEL,27.50223159790039,28.09367752535857,27.2839589592889,28.044390588565104,1701900
2007-07-02,TEL,28.142946243286133,28.607653265028105,27.445884367705734,27.600787603598015,2000500
2007-07-03,TEL,27.924680709838867,28.593578039169508,27.51630301237456,28.149993098633423,3752400
2007-07-05,TEL,27.776824951171875,29.065330238327775,27.628964173060478,27.882438641564573,4277800
2007-07-06,TEL,28.037330627441406,28.107739725951195,27.319146541714783,27.74160919057835,3950700
2007-07-09,TEL,28.37530517578125,28.445716975215927,27.093839971360744,27.84722876673097,5369500
2007-07-10,TEL,27.459978103637695,27.81202910496638,27.09384473994354,27.81202910496638,5483200
2007-07-11,TEL,27.50223159790039,27.636010042634563,27.248754388141656,27.45998450096173,5964800
2007-07-12,TEL,27.46700668334961,27.502213917800105,26.97413763226125,27.424762299504824,4094400
2007-07-13,TEL,27.79090690612793,28.08662845801329,26.755876102657204,26.96710616628046,2064600
2007-07-16,TEL,27.671207427978516,28.05846298190688,26.101060326313227,26.755875386165304,2514800
2007-07-17,TEL,27.361406326293945,27.812031212390483,26.945986005810667,27.47406254781808,3913400
2007-07-18,TEL,26.713634490966797,27.36140986291135,25.770137506523767,26.016574869542367,4909400
2007-07-19,TEL,26.826282501220703,27.072719788673425,26.495356420031538,26.78403810435248,2078400
2007-07-20,TEL,26.776987075805664,26.882603406300976,26.664330910046928,26.826273980454182,3406800
2007-07-23,TEL,27.3966121673584,27.459981462786896,24.71398224213368,24.71398224213368,2164400
2007-07-24,TEL,27.037517547607422,27.614880965754708,26.847409687592688,27.262829970009488,2119000
2007-07-25,TEL,27.08679962158203,27.157208733748224,26.755870885342915,26.931896351693858,2421500
2007-07-26,TEL,26.44606590270996,26.967099756745704,25.854620253577938,26.755869743327555,3610800
2007-07-27,TEL,26.016563415527344,26.847403798100185,25.157558314848732,25.34766613315967,2912600
2007-07-30,TEL,25.382877349853516,25.664519232960707,25.051951226029033,25.62931466905632,2915500
2007-07-31,TEL,25.220922470092773,25.403990414699,25.136431018854793,25.3828655374384,2148800
2007-08-01,TEL,24.7984619140625,25.347660362415724,24.474573101454563,24.587229262294578,3771700
2007-08-02,TEL,24.83367919921875,24.995622345624547,24.002838579616057,24.368971961638948,2519100
2007-08-03,TEL,24.706937789916992,24.946332562844393,24.64356850632045,24.713977627678467,2445000
2007-08-06,TEL,24.749187469482422,24.868883525529494,24.629488727499254,24.784392033852967,3896600
2007-08-07,TEL,24.537952423095703,24.911128291243962,23.93946682680004,24.537952423095707,2624200
2007-08-08,TEL,24.46049690246582,24.974490877104607,22.594626119981985,22.594626119981985,3355800
2007-08-09,TEL,23.749357223510742,24.481623858282227,23.671905583264728,24.150695099389495,2058600
2007-08-10,TEL,23.101591110229492,23.749363759773964,22.798826989179155,23.749363759773964,6034600
2007-08-13,TEL,23.228328704833984,23.41139406306403,22.805865847021444,23.23536854379287,3860000
2007-08-14,TEL,22.848106384277344,23.411387347172592,22.615751476244334,23.326895874222178,6021900
2007-08-15,TEL,23.207197189331055,23.404347541055653,22.883310970981682,22.904433167763226,4280500
2007-08-16,TEL,23.263526916503906,23.41138766767522,22.53126031174758,22.5735073917689,4133300
2007-08-17,TEL,24.71397590637207,24.805509906510885,23.587413927492925,23.869055765180523,3026600
2007-08-20,TEL,24.608366012573242,25.333590230030726,24.361928695249528,24.552036562006897,1948800
2007-08-21,TEL,24.411205291748047,24.622437956051176,23.833842097438605,23.869049332112393,2257600
2007-08-22,TEL,24.544994354248047,24.88296296721284,24.150696296154567,24.467542710163993,2233000
2007-08-23,TEL,24.89704132080078,25.01673734352802,24.552030239763692,24.81958968918417,3054100
2007-08-24,TEL,25.53777313232422,26.051767134558688,24.71397261273427,24.840711154209647,2105000
2007-08-27,TEL,24.974498748779297,25.74197003465809,24.92521182375427,25.48849288542312,1431200
2007-08-28,TEL,24.728059768676758,25.087153267834307,24.573159165882952,24.6083637262481,2243100
2007-08-29,TEL,24.89704132080078,24.995615147972707,24.509785848653063,24.868876602770133,1615900
2007-08-30,TEL,24.615402221679688,25.326546657581886,24.383049987191153,24.699896385071558,1590000
2007-08-31,TEL,24.55203628540039,25.030825866076086,23.93946829004084,24.31264149506254,2286900
2007-09-04,TEL,24.5802059173584,24.657657583508346,24.15070317666253,24.552041186769955,1909800
2007-09-05,TEL,24.4252986907959,24.481628142991863,23.904264687663783,24.29152027073465,2133000
2007-09-06,TEL,24.805517196655273,25.833505640242077,24.12957981067516,24.207031473098457,3414500
2007-09-07,TEL,23.587411880493164,24.509786267234265,23.340977308354706,24.502743744638657,1869400
2007-09-10,TEL,23.376182556152344,23.904258957183185,23.355057673674988,23.524043303816466,2339000
2007-09-11,TEL,23.263526916503906,23.559248418846536,22.953720368218633,23.425470027682326,1921100
2007-09-12,TEL,22.925559997558594,23.36914228325771,22.81290379526324,23.10862531906265,2867900
2007-09-13,TEL,23.157915115356445,23.390270072282405,22.98893213389762,23.242406606085858,2351800
2007-09-14,TEL,23.277612686157227,23.721195004645995,22.974848616495155,23.010053178701828,2744500
2007-09-17,TEL,23.333932876586914,23.453631577500033,22.946677429510668,23.094538160695844,2246100
2007-09-18,TEL,23.650781631469727,24.636525311787494,22.96780196642375,23.256483622155528,2236900
2007-09-19,TEL,23.2846622467041,24.3548980374653,22.911488896810646,23.904273006815753,13839200
2007-09-20,TEL,23.559246063232422,23.700066963287718,23.094538973204635,23.284646785388993,1813000
2007-09-21,TEL,23.552217483520508,23.918350924281125,23.362109580475387,23.840899257936456,2627700
2007-09-24,TEL,23.509971618652344,23.735284103851942,23.256494401318623,23.60854549518508,1549200
2007-09-25,TEL,23.77753257751465,23.77753257751465,23.333947421520516,23.467728563928105,1516500
2007-09-26,TEL,24.319684982299805,24.89000591279452,24.094372545522813,24.11549474711562,3838100
2007-09-27,TEL,24.770309448242188,25.17164738751794,24.319684582103527,24.460505524255876,2099800
2007-09-28,TEL,25.045997619628906,25.11668803800967,24.635985642353987,24.75616258960121,1689100
2007-10-01,TEL,25.646894454956055,25.90138447612648,24.692559572235684,25.23688485159049,2717400
2007-10-02,TEL,25.413599014282227,25.62567301020567,25.251008860852018,25.448944230824942,3089200
2007-10-03,TEL,25.208589553833008,25.4489407689621,24.918754502942058,25.420663520907667,2326900
2007-10-04,TEL,25.37825584411621,25.7811972778621,24.685476600014365,25.20859501569655,3080200
2007-10-05,TEL,25.48428726196289,26.078096017626763,25.314629158440034,25.34290371124922,2334300
2007-10-08,TEL,26.240690231323242,26.389144465788863,25.576190945463825,25.611536164463317,1454000
2007-10-09,TEL,25.965003967285156,26.38915485222144,25.851897603969164,26.24070055932611,1705100
2007-10-10,TEL,26.04275131225586,26.24068666911691,25.682225812735087,25.72463899110989,5578300
2007-10-11,TEL,25.908451080322266,26.325531283713595,25.696374298144608,26.155870397305126,2205100
2007-10-12,TEL,26.155858993530273,26.219481461110952,25.71050172046553,25.795333475017852,1053800
2007-10-15,TEL,26.134658813476562,26.459839195685266,26.021552476331458,26.26190377984828,1559500
2007-10-16,TEL,26.14879035949707,26.29724188116214,25.85895528053177,26.155858323861906,1651000
2007-10-17,TEL,26.085168838500977,26.50931682909971,25.873092146534454,26.226549704255785,3160400
2007-10-18,TEL,26.071035385131836,26.10638060858309,25.9084451999219,25.993274275538454,1985200
2007-10-19,TEL,25.618602752685547,26.099302508644453,25.491357827186533,26.028612081885857,2755100
2007-10-22,TEL,25.222736358642578,25.661023058973715,24.932901213746035,25.37118791407717,2174900
2007-10-23,TEL,24.826860427856445,25.519636982367544,24.74203136111379,25.37825610335225,1272900
2007-10-24,TEL,24.430984497070312,24.812716565201487,23.957350022969035,24.812716565201487,1403600
2007-10-25,TEL,24.063400268554688,24.49461908336549,23.87253279167114,24.487548419406,1674200
2007-10-26,TEL,23.823041915893555,24.38150555085285,23.667519714596693,24.233051314766126,1261800
2007-10-29,TEL,24.303739547729492,24.459259020988068,23.943211371387278,23.992695207878665,1365500
2007-10-30,TEL,24.742029190063477,25.123764001910292,24.09166857432491,24.2118428502764,1200900
2007-10-31,TEL,25.21565818786621,25.279280649346678,24.55115902092223,24.706681192689345,1849800
2007-11-01,TEL,24.862207412719727,25.44894834962543,24.75617174593018,25.180319806423565,1795700
2007-11-02,TEL,25.00358772277832,25.265148265928154,24.565301091465056,24.565301091465056,1401800
2007-11-05,TEL,23.86545753479004,24.90462381005621,23.70993801429741,24.90462381005621,1598700
2007-11-06,TEL,23.87253761291504,23.87253761291504,23.08079297964848,23.865466947527576,1189300
2007-11-07,TEL,23.321134567260742,23.667521518980674,23.010090140953356,23.582692446654836,3030400
2007-11-08,TEL,23.427165985107422,23.596826795659588,23.22215995888479,23.342336928164887,3261500
2007-11-09,TEL,23.02422332763672,23.483719196085218,22.458691818007996,23.07370716618755,3085100
2007-11-12,TEL,22.168859481811523,23.05250341717284,22.133512915396885,22.939397101313283,1948100
2007-11-13,TEL,22.86870765686035,23.61803880570274,22.168863057313526,22.183000337825867,1823200
2007-11-14,TEL,22.974742889404297,23.370616353068126,22.953536297363016,23.052503989112136,2809200
2007-11-15,TEL,23.398887634277344,23.434235544953737,22.60714351446502,22.840426780927753,2679700
2007-11-16,TEL,24.75617218017578,25.349981093283024,24.112879415698576,24.650133814858627,6458800
2007-11-19,TEL,24.777376174926758,25.293423925546644,24.551163536207557,24.551163536207557,4377100
2007-11-20,TEL,24.883413314819336,24.9965196286594,24.501678494358906,24.770307000979273,2640700
2007-11-21,TEL,24.749094009399414,25.130828772732094,24.423913742856836,24.6289197487207,2227100
2007-11-23,TEL,25.045997619628906,25.045997619628906,24.59357246999217,24.862198217172356,662200
2007-11-26,TEL,24.487539291381836,25.41359906809806,24.37443298020534,24.99651904000964,2325800
2007-11-27,TEL,24.374431610107422,24.749095739194424,24.077528571208372,24.565299005114106,4715300
2007-11-28,TEL,25.229793548583984,25.42066090833509,24.233043578772545,24.50873997730197,3414200
2007-11-29,TEL,25.87309455871582,26.028616761546225,25.017727836483395,25.10255690317843,1798100
2007-11-30,TEL,26.431550979614258,26.473966849709925,25.71049736798798,25.922571325132964,2650500
